ID_Klijenta,Odobreni_Iznos_EUR,Mjesečna_Primanje_EUR,Trenutni_Dug_EUR,Starost_Klijenta,Staž_Godine,Godine_Kreditne_Povijesti,Broj_članova_Kućanstva,Stambeni_Status,Obrazovanje,Omjer_Dug_Primanja,Omjer_Kredit_Primanja,Rizik
1447,92331.96,7216.33,45000.0,38.0,19.0,17.0,3.0,vlasnik,VSS,6.235856730498744,12.794863871247575,1
1448,66202.4,5963.44,45000.0,34.0,16.0,14.0,1.0,podstanar,VSS,7.545980172517876,11.101377728291054,1
1449,74722.66,5221.88,45000.0,27.0,9.0,7.0,4.0,podstanar,SSS,8.617586003508315,14.309532199131347,1
1450,63815.73,5002.74,45000.0,23.0,5.0,0.0,2.0,podstanar,SSS,8.995070701255711,12.756155626716561,1
1451,83746.42,5335.61,45000.0,26.0,5.0,6.0,2.0,podstanar,SSS,8.433899779031826,15.695753625171255,1
1452,104102.85,6691.4,45000.0,24.0,6.0,2.0,2.0,vlasnik,SSS,6.72505006426159,15.557708401829215,1
1453,65285.48,6427.2,45000.0,34.0,16.0,14.0,4.0,podstanar,VSS,7.001493651979089,10.157686084142396,1
1454,95080.93,6695.73291584802,45000.0,28.0,10.0,8.0,5.0,podstanar,VSS,6.720698176817992,14.200227397803534,1
1455,74394.85,5593.48,45000.0,42.0,15.0,22.0,1.0,podstanar,SSS,8.045081058661156,13.300279968820844,1
1456,69142.54,6695.73291584802,45000.0,50.0,25.0,20.0,1.0,podstanar,SSS,6.720698176817992,10.326358722634778,1
1457,82859.39,6445.4,45000.0,27.0,9.0,4.0,1.0,podstanar,VSS,6.9817233996338475,12.855585378719708,1
1458,64295.15,3619.78,45000.0,27.0,9.0,7.0,3.0,vlasnik,SSS,12.431694743879461,17.76217062915426,1
1459,73927.01,4152.71,39309.22692045141,40.0,14.0,22.0,3.0,vlasnik,SSS,9.465921511603606,17.802112355546136,1
1460,61042.44,5900.52,45000.0,40.0,22.0,13.0,8.0,vlasnik,VSS,7.626446482682882,10.34526448516402,1
1461,124294.5,10000.0,66091.14456900187,31.0,13.0,11.0,6.0,vlasnik,VSS,6.609114456900187,12.42945,1
1462,85705.27,6638.37,45000.0,42.0,13.0,9.0,4.0,vlasnik,SSS,6.778772499875723,12.91058949712053,1
1463,71005.49,8155.25,37755.76638373233,40.0,22.0,20.0,3.0,vlasnik,VSS,4.629627097113188,8.706721437111064,0
1464,89279.6,6533.39,47472.66331706279,24.0,6.0,4.0,1.0,podstanar,SSS,7.2661609542768435,13.6651263739039,1
1465,82753.44,6695.73291584802,45000.0,44.0,23.0,11.0,3.0,podstanar,VSS,6.720698176817992,12.359130962964823,1
1466,80580.61,4793.83,42847.147258875964,44.0,18.0,6.0,3.0,podstanar,SSS,8.937978038202433,16.809233952810175,1
1467,97283.33,8410.6,45000.0,27.0,9.0,4.0,2.0,podstanar,VSS,5.3503911730435405,11.566752669250707,0
1468,100150.15,9885.52,45000.0,36.0,18.0,16.0,3.0,vlasnik,VSS,4.55211258487161,10.130994626483988,0
1469,74389.98,5013.05,45000.0,42.0,15.0,23.0,1.0,podstanar,SSS,8.976571149300327,14.839265517000626,1
1470,73483.64,6592.59,39073.47368303899,33.0,12.0,9.0,1.0,podstanar,VSS,5.926877552379109,11.146399214876096,0
1471,79498.97,6961.52,45000.0,46.0,21.0,24.0,2.0,vlasnik,VSS,6.464105540169388,11.41977183143911,1
1472,38961.58,3239.35,20717.05036358594,59.0,14.468827930174564,25.0,1.0,podstanar,SSS,6.395434381461077,12.027591955176193,1
1473,54696.18,5793.9,45000.0,27.0,9.0,7.0,5.0,vlasnik,VSS,7.766789209340859,9.440304458137007,1
1474,112337.49,10000.0,13855.12,31.0,8.0,11.0,2.0,vlasnik,VSS,1.385512,11.233749000000001,0
1475,117899.35,9782.86,13803.83,38.0,20.0,19.0,2.0,vlasnik,VSS,1.4110219301921931,12.051623962726646,1
1476,80019.28,5591.65,45000.0,42.0,17.0,24.0,1.0,podstanar,SSS,8.047714002128174,14.310495113249221,1
1477,96531.14,6204.82,45000.0,33.0,15.0,15.0,4.0,podstanar,SSS,7.252426339523145,15.557444051559917,1
1478,91225.0,6459.95,45000.0,50.0,19.0,11.0,1.0,podstanar,SSS,6.965998188840471,14.121626328377156,1
1479,146577.62,9074.59,10982.1,28.0,10.0,8.0,5.0,podstanar,SSS,1.2102034361883016,16.152533613088856,1
1480,107391.5,9186.38,45000.0,29.0,11.0,9.0,4.0,vlasnik,VSS,4.8985563410178985,11.690295851031637,0
1481,82441.65,4898.85,45000.0,29.0,11.0,9.0,1.0,podstanar,SSS,9.1858293272911,16.82877614133929,1
1482,65889.19,4535.51,45000.0,52.0,23.0,9.0,1.0,podstanar,SSS,9.921706709940006,14.527404856344711,1
1483,52871.07,3102.16,45000.0,32.0,14.0,8.0,2.0,vlasnik,SSS,14.50602161074864,17.04330853340898,1
1484,89069.27,6214.65,45000.0,27.0,8.0,7.0,1.0,podstanar,SSS,7.240954840578311,14.33214581673948,1
1485,69872.99,6695.73291584802,45000.0,35.0,17.0,15.0,3.0,vlasnik,VSS,6.720698176817992,10.435450588929372,1
1486,56554.93,4472.95,45000.0,44.0,21.0,2.0,4.0,vlasnik,VSS,10.060474630836474,12.643765300305168,1
1487,72068.54,5014.92,45000.0,33.0,14.0,13.0,2.0,podstanar,SSS,8.97322389988275,14.370825456836798,1
1488,63369.04,3935.64,45000.0,35.0,12.0,15.0,4.0,podstanar,SSS,11.433972619446902,16.101330406236343,1
1489,118742.83,8356.76,45000.0,35.0,17.0,15.0,2.0,podstanar,SSS,5.3848620757327,14.209194711826115,1
1490,102632.8,6842.85,45000.0,27.0,5.0,7.0,4.0,podstanar,SSS,6.57620728205353,14.998545927500968,1
1491,84840.55,5853.75,45000.0,29.0,11.0,10.0,4.0,vlasnik,SSS,7.687379884689301,14.493367499466155,1
1492,114598.88,8661.14,36334.63,28.0,10.0,5.0,2.0,podstanar,VSS,4.195132511424593,13.23138524489848,1
1493,86547.37,5475.16,45000.0,30.0,12.0,5.0,1.0,podstanar,SSS,8.218937894052411,15.80727686496833,1
1494,67774.32,7288.97,45000.0,49.0,20.0,14.0,2.0,podstanar,VSS,6.173711786438962,9.298202626708575,1
1495,115462.48,8125.85,34276.71,31.0,7.0,11.0,4.0,podstanar,SSS,4.218230708172068,14.209280259911269,1
1496,95778.2,7223.9,45000.0,43.0,22.0,14.0,1.0,podstanar,SSS,6.229322111324908,13.258516867619983,1
1497,64255.08,6695.73291584802,45000.0,32.0,14.0,12.0,2.0,podstanar,SSS,6.720698176817992,9.596422200162094,1
1498,81193.23,7451.31,43172.89583975333,38.0,18.0,18.0,4.0,podstanar,SSS,5.794000764933055,10.89650410464737,0
1499,67487.63,4914.34,45000.0,27.0,9.0,4.0,1.0,podstanar,VSS,9.156875592653337,13.732796265622648,1
1500,57344.01,6225.84,30491.54431673396,38.0,19.0,13.0,1.0,podstanar,VSS,4.8975791727275295,9.210646274237693,0
1501,103523.55,6422.18,45000.0,42.0,24.0,20.0,1.0,vlasnik,SSS,7.0069664817865585,16.119689887234554,1
1502,123188.33,9036.3,24710.06,45.0,20.0,1.0,1.0,podstanar,VSS,2.7345329393667765,13.632607372486527,1
1503,57028.65,3010.12,45000.0,35.0,17.0,15.0,1.0,podstanar,SSS,14.949570116805974,18.945640040928602,1
1504,96259.38,8123.79,45000.0,32.0,12.0,12.0,2.0,podstanar,VSS,5.53928646604602,11.849072908088466,0
1505,71987.15,4692.11,45000.0,24.0,5.0,4.0,3.0,podstanar,SSS,9.590567996061473,15.34217015372615,1
1506,75257.49,5206.87,45000.0,27.0,9.0,7.0,2.0,vlasnik,SSS,8.642428176620504,14.453498935060797,1
1507,73152.12,6722.04,45000.0,64.0,33.0,13.0,3.0,podstanar,VSS,6.69439634396701,10.882428548476355,1
1508,67720.18,4647.49,45000.0,47.0,18.0,18.0,2.0,vlasnik,SSS,9.68264590133599,14.571344962549677,1
1509,85970.43,6060.24,45000.0,29.0,7.0,9.0,1.0,vlasnik,SSS,7.425448497089224,14.185977783058096,1
1510,68381.0,4523.97,45000.0,29.0,10.0,9.0,2.0,podstanar,SSS,9.947015563763685,15.11526380590499,1
1511,90409.14,6933.78,45000.0,40.0,18.0,14.0,3.0,vlasnik,VSS,6.489966511772799,13.038939799070636,1
1512,83995.24,9128.59,45000.0,40.0,20.0,20.0,5.0,podstanar,VSS,4.929567435934794,9.201337775056171,0
1513,80221.04,6553.51,45000.0,40.0,18.0,19.0,2.0,podstanar,VSS,6.866549375830662,12.2409273808997,1
1514,66848.73,5488.78,45000.0,32.0,14.0,12.0,1.0,vlasnik,VSS,8.198543209966514,12.179160031919661,1
1515,73464.57,6308.68,45000.0,34.0,13.0,16.0,3.0,podstanar,VSS,7.133029413443065,11.644998636798825,1
1516,100107.82,6217.45,45000.0,38.0,18.0,18.0,2.0,podstanar,SSS,7.237693909882669,16.10110575879179,1
1517,95018.34,6125.84,45000.0,36.0,13.0,16.0,4.0,vlasnik,SSS,7.345931333498752,15.511071134734173,1
1518,65448.9,6035.29,45000.0,32.0,10.0,12.0,3.0,vlasnik,VSS,7.456145437915991,10.844367047813776,1
1519,86986.65,5973.28,45000.0,33.0,13.0,13.0,3.0,podstanar,SSS,7.533549406691131,14.562627233278867,1
1520,100027.74,6219.6,45000.0,33.0,14.0,13.0,1.0,podstanar,SSS,7.23519197376037,16.08266448003087,1
1521,51611.89,3196.94,45000.0,30.0,12.0,10.0,1.0,podstanar,SSS,14.075960136880893,16.144153471757367,1
1522,95867.2,8428.31,45000.0,65.0,32.0,26.0,8.0,vlasnik,VSS,5.339148654949806,11.374427376306757,0
1523,71747.52,5031.37,45000.0,39.0,16.0,19.0,2.0,vlasnik,SSS,8.94388605886667,14.260036530805726,1
1524,96411.97,8965.0,45000.0,32.0,12.0,12.0,4.0,podstanar,VSS,5.01952035694367,10.754263245956498,0
1525,69734.82,6739.05,45000.0,44.0,14.0,23.0,1.0,podstanar,VSS,6.677499054020967,10.347870990718278,1
1526,48902.36,5332.3,45000.0,40.0,14.0,20.0,3.0,podstanar,VSS,8.439135082422219,9.170969375316467,1
1527,52449.15,5802.68,45000.0,39.0,15.0,4.0,4.0,vlasnik,SSS,7.75503732757967,9.038780356662784,1
1528,85961.7,6112.71,45000.0,41.0,19.0,21.0,4.0,vlasnik,SSS,7.361710272530514,14.062780665204139,1
1529,90194.45,7486.41,45000.0,56.0,29.0,11.0,2.0,vlasnik,VSS,6.010891735825315,12.04775720271799,1
1530,66913.67,7185.42,45000.0,27.0,8.0,9.0,2.0,podstanar,VSS,6.262681930910093,9.312422934219573,1
1531,97771.85,8102.13,45000.0,40.0,16.0,7.0,4.0,vlasnik,VSS,5.554095034268767,12.067425479472682,1
1532,51769.6,5423.91,45000.0,26.0,6.0,6.0,1.0,podstanar,VSS,8.296597841778349,9.544701147327297,1
1533,83678.4,5828.98,45000.0,41.0,20.0,5.0,4.0,vlasnik,SSS,7.7200470751314985,14.355581937148523,1
1534,60779.68,5112.74,45000.0,35.0,14.0,15.0,1.0,podstanar,VSS,8.80154281266014,11.88788790355074,1
1535,71963.28,5168.78,45000.0,33.0,15.0,13.0,3.0,vlasnik,SSS,8.706116336930572,13.92268194815798,1
1536,85947.97,6695.73291584802,45000.0,31.0,13.0,11.0,1.0,podstanar,VSS,6.720698176817992,12.836230339560165,1
1537,67791.73,6127.79,45000.0,45.0,22.0,11.0,7.0,vlasnik,VSS,7.343593693648118,11.062998242433242,1
1538,77308.89,8002.25,45000.0,44.0,25.0,24.0,2.0,podstanar,VSS,5.623418413571183,9.660894123527758,0
1539,105125.86,8398.96,45000.0,33.0,11.0,13.0,2.0,podstanar,VSS,5.35780620457771,12.516532999323728,1
1540,73462.16,5280.6,45000.0,36.0,18.0,5.0,1.0,vlasnik,SSS,8.521758891035109,13.911707002992085,1
1541,101713.84,6260.83,45000.0,27.0,9.0,7.0,4.0,podstanar,SSS,7.187545421293982,16.246063221649525,1
1542,62405.86,8132.99,45000.0,22.0,4.0,2.0,6.0,podstanar,VSS,5.533020451273148,7.673175547984198,0
1543,95596.08,5462.53,45000.0,33.0,12.0,11.0,2.0,podstanar,SSS,8.237941027326166,17.500330432967875,1
1544,113831.37,7289.92,44393.71,27.0,9.0,8.0,1.0,podstanar,SSS,6.089738982046442,15.614899751986304,1
1545,35567.11,4056.25,18912.108008894942,59.0,26.0,11.435871743486974,1.0,podstanar,VSS,4.662461142408614,8.768470878274268,0
1546,69062.09,4896.3,45000.0,34.0,16.0,14.0,2.576635047428857,vlasnik,SSS,9.190613320262239,14.104954761758878,1
1547,96541.44,7885.86,37664.19,21.0,3.0,1.0,4.0,vlasnik,VSS,4.7761677229877275,12.242347695749102,1
1548,80939.09,5367.24,45000.0,34.0,16.0,14.0,1.0,podstanar,SSS,8.384197464618687,15.080206959256527,1
1549,92422.92,6695.73291584802,45000.0,31.0,13.0,12.0,3.0,podstanar,VSS,6.720698176817992,13.803256665337669,1
1550,72920.3,7745.82,38773.928768489255,33.0,15.0,12.0,4.0,vlasnik,VSS,5.005787478729077,9.414148534306246,0
1551,86731.8,6478.71,45000.0,23.0,4.0,3.0,6.0,podstanar,SSS,6.9458271785586945,13.387202081895934,1
1552,81886.46,5878.77,45000.0,30.0,5.0,10.0,3.0,vlasnik,SSS,7.654662454901279,13.929182465039455,1
1553,108355.64,7660.12,45000.0,54.0,27.0,12.0,6.0,podstanar,SSS,5.874581599243876,14.145423309295415,1
1554,90088.42,8522.82,45000.0,39.0,17.0,3.0,3.0,podstanar,VSS,5.27994255422501,10.570259608908788,0
1555,91752.05,6077.11,45000.0,26.0,8.0,5.0,2.0,podstanar,SSS,7.404835522147863,15.097974201553042,1
1556,76762.46,4967.26,45000.0,40.0,18.0,5.0,1.0,vlasnik,SSS,9.059320430176797,15.453682714413983,1
1557,75247.88,6695.73291584802,45000.0,29.0,5.0,9.0,1.0,podstanar,VSS,6.720698176817992,11.238184220564868,1
1558,76348.84,5270.0,45000.0,30.0,12.0,11.0,5.0,podstanar,SSS,8.538899430740038,14.487445920303605,1
1559,92889.04,8923.78,45000.0,38.0,17.0,11.0,4.0,podstanar,VSS,5.042706117811062,10.40915845079103,0
1560,76580.31,8433.06,45000.0,44.0,23.0,16.0,1.0,vlasnik,VSS,5.336141329481825,9.080963493678452,0
1561,90795.5,7017.94,45000.0,33.0,9.0,13.0,2.0,podstanar,VSS,6.412138034807936,12.937628420875642,1
1562,126508.02,10000.0,45000.0,30.0,12.0,6.0,2.0,podstanar,VSS,4.5,12.650802,1
1563,102422.49,6380.0,45000.0,32.0,14.0,12.0,3.0,podstanar,SSS,7.053291536050157,16.05368181818182,1
1564,78479.53,6841.62,41729.9394819346,31.0,13.0,11.0,1.0,podstanar,VSS,6.099423744951429,11.470898705277405,1
1565,109024.28,9164.21,45000.0,26.0,5.0,6.0,4.0,podstanar,VSS,4.910406898139611,11.896746146148987,0
1566,76838.49,4837.25,45000.0,31.0,13.0,11.0,1.0,vlasnik,SSS,9.30280634658122,15.884746498527056,1
1567,44237.51,6695.73291584802,23522.421899461893,26.0,8.0,6.0,3.0,podstanar,SSS,3.513046621645714,6.606821173421504,0
1568,64838.27,6707.96,45000.0,42.0,19.0,22.0,5.0,podstanar,VSS,6.708447873869254,9.665870100596901,1
1569,47584.16,3898.34,45000.0,44.0,20.0,19.0,1.0,vlasnik,SSS,11.543374872381577,12.206262152608547,1
1570,77969.73,6705.06,45000.0,33.0,9.0,5.0,1.0,podstanar,VSS,6.7113493391558015,11.628491020214582,1
1571,85368.37,5393.02,45000.0,35.0,13.0,15.0,1.0,vlasnik,SSS,8.344118879588802,15.829418396371604,1
1572,118528.75,7752.33,18262.33,28.0,10.0,8.0,2.0,vlasnik,SSS,2.3557214411667204,15.289435563243567,1
1573,91538.55,8007.03,45000.0,31.0,13.0,11.0,2.0,podstanar,VSS,5.620061371070173,11.432272640417233,0
1574,80617.99,5082.3,45000.0,32.0,14.0,12.0,4.0,podstanar,SSS,8.854258898530192,15.86250122975818,1
1575,101588.11,7897.86,54017.47031849089,61.0,28.0,7.0,2.0,podstanar,VSS,6.839507197961332,12.86273876721036,1
1576,40777.29,2607.72,21682.518281356897,28.0,10.0,8.0,1.0,podstanar,SSS,8.314741721257228,15.637142791403987,1
1577,89712.29,5392.34,45000.0,50.0,23.0,4.0,2.0,podstanar,SSS,8.345171113097468,16.636986911062728,1
1578,100417.3,10000.0,45000.0,45.0,18.0,17.0,1.0,podstanar,VSS,4.5,10.041730000000001,0
1579,55428.28,4912.02,45000.0,38.0,9.0,19.0,2.0,podstanar,VSS,9.161200483711385,11.284213012162,1
1580,107875.08,17240.61842360036,34194.16,53.0,27.0,13.0,2.0,podstanar,VSS,1.9833488080214254,6.257030771722888,0
1581,91769.93,9222.73,45000.0,39.0,18.0,1.0,1.0,podstanar,VSS,4.879249419640389,9.950408393176424,1
1582,76694.24,7620.68,45000.0,39.0,15.0,19.0,1.0,vlasnik,VSS,5.904984856994389,10.063962795970964,0
1583,97655.64,9507.4,45000.0,34.0,10.0,14.0,3.0,podstanar,VSS,4.733155226455183,10.271540063529462,0
1584,130413.86,9086.26,14151.63,47.0,25.0,29.0,1.0,podstanar,SSS,1.5574757931206018,14.35286465498456,1
1585,88637.33,8815.02,45000.0,46.0,20.0,26.0,1.0,podstanar,VSS,5.104923187922432,10.055261360722948,0
1586,89964.41,6594.18,45000.0,25.0,7.0,2.0,1.0,podstanar,SSS,6.82419952139614,13.643001859215246,1
1587,75812.78,6695.73291584802,45000.0,28.0,10.0,8.0,3.0,vlasnik,SSS,6.720698176817992,11.322551385011188,1
1588,68003.11,4993.0,45000.0,33.0,8.0,13.0,5.0,podstanar,SSS,9.012617664730623,13.619689565391548,1
1589,101606.72,6543.95,39593.16,25.0,7.0,6.0,2.0,vlasnik,SSS,6.050345739194218,15.526817900503518,1
1590,67878.32,5485.3,45000.0,34.0,13.0,14.0,4.0,vlasnik,VSS,8.203744553625143,12.374586622427216,1
1591,86431.32,5455.29,45000.0,47.0,26.0,16.0,3.0,podstanar,SSS,8.248874028695083,15.843579351418533,1
1592,75446.85,5127.91,45000.0,22.0,4.0,0.0,1.0,podstanar,SSS,8.775505030314495,14.712982482141848,1
1593,94579.6,6578.2,45000.0,29.0,11.0,8.0,3.0,podstanar,SSS,6.840777112279955,14.377732510413184,1
1594,91673.24,5025.76,45000.0,36.0,16.0,16.0,4.0,vlasnik,SSS,8.95386966349368,18.240672057559454,1
1595,105750.8,8546.0,35846.54,43.0,20.0,23.0,1.0,podstanar,VSS,4.194540135736017,12.374303767844607,1
1596,74799.67,5065.69,45000.0,26.0,6.0,6.0,1.0,podstanar,SSS,8.883291318655505,14.76593909220659,1
1597,79602.5,5168.06,45000.0,29.0,11.0,9.0,1.0,vlasnik,SSS,8.707329249273421,15.402781701450833,1
1598,65424.73,5007.29,45000.0,37.0,19.0,17.0,1.0,vlasnik,SSS,8.986897104022335,13.065895923743183,1
1599,76114.13,5285.17,45000.0,47.0,18.0,20.0,3.0,vlasnik,SSS,8.514390265592214,14.401453501022674,1
1600,92546.01,8324.83,45000.0,32.0,14.0,12.0,1.0,podstanar,SSS,5.405515788310392,11.116864848891808,0
1601,100139.77,6568.0,45000.0,23.0,5.0,5.0,5.0,podstanar,SSS,6.851400730816078,15.246615408038977,1
1602,66556.69,4905.85,35390.20488295332,41.0,16.0,21.0,1.0,podstanar,SSS,7.213878305075231,13.56680086019752,1
1603,102392.12,6695.73291584802,45000.0,30.0,12.0,10.0,2.0,podstanar,SSS,6.720698176817992,15.292145204545088,1
1604,112112.76,8130.03,45000.0,30.0,12.0,10.0,2.0,podstanar,SSS,5.5350349260703835,13.78995649462548,1
1605,93268.7,8671.84,45000.0,38.0,14.0,18.0,2.0,podstanar,SSS,5.1892101330282845,10.75535295854167,0
1606,122535.92,6695.73291584802,20447.43,27.0,9.0,3.0,1.0,podstanar,SSS,3.053800122702522,18.300598536415894,1
1607,69524.22,5962.37,45000.0,29.0,7.0,2.0,2.0,podstanar,VSS,7.547334365361425,11.660500774021068,1
1608,60106.91,5751.75,45000.0,30.0,11.0,10.0,2.0,podstanar,VSS,7.8237058286608425,10.450195157995394,1
1609,49425.6,3638.22,45000.0,44.0,11.0,24.0,1.0,podstanar,SSS,12.368685785906296,13.58510480399756,1
1610,114920.89,10000.0,37112.71,48.0,20.0,30.0,2.0,vlasnik,VSS,3.711271,11.492089,0
1611,98087.31,8073.07,45000.0,42.0,18.0,1.0,1.0,vlasnik,VSS,5.574087676683096,12.149939242444324,1
1612,83888.31,6082.59,44605.95138046531,31.0,11.0,11.0,3.0,podstanar,VSS,7.333381237345491,13.791544391451668,1
1613,90599.37,6760.93,45000.0,31.0,13.0,11.0,1.0,vlasnik,SSS,6.65588905668303,13.400430118341706,1
1614,62490.22,5409.83,45000.0,35.0,17.0,15.0,4.0,podstanar,VSS,8.318191144638556,11.551235436233672,1
1615,133915.04,8955.6,33759.75,41.0,20.0,21.0,1.0,podstanar,SSS,3.769680423422216,14.95321809817321,1
1616,87584.42,5684.14,45000.0,42.0,16.0,22.0,1.0,vlasnik,SSS,7.916764893194045,15.408561365483608,1
1617,87187.9,7885.54,45000.0,28.0,8.0,7.0,3.0,podstanar,SSS,5.70664786431874,11.056680962876353,0
1618,99515.33,8215.6,45000.0,36.0,18.0,16.0,1.0,podstanar,VSS,5.47738448804713,12.112971663664249,1
1619,94620.18,6299.71,40992.61,40.0,20.0,20.0,2.0,vlasnik,SSS,6.507063023536004,15.019767576602732,1
1620,89477.68,7412.27,45000.0,50.0,28.0,14.0,3.0,podstanar,VSS,6.071014682411731,12.07156242284752,1
1621,69190.51,5885.88,45000.0,42.0,16.0,5.0,8.0,podstanar,VSS,7.645415808681115,11.75533819921575,1
1622,94429.37,7158.4,45000.0,43.0,22.0,22.0,1.0,vlasnik,SSS,6.2863209655789,13.191407297720161,1
1623,122640.49,7732.37,31013.45,36.0,16.0,16.0,3.0,vlasnik,SSS,4.010859542417138,15.86065979770756,1
1624,111908.4,7846.46,37699.98,49.0,27.0,1.0,1.0,vlasnik,SSS,4.8047119337892505,14.262278785592484,1
1625,116863.73,9469.04,26590.93,36.0,18.0,16.0,3.0,vlasnik,VSS,2.8081970294771166,12.34166610342759,1
1626,74775.69,7115.81,45000.0,33.0,11.0,13.0,3.0,vlasnik,VSS,6.323946254888761,10.508387660716068,1
1627,65207.9,4013.6,45000.0,49.0,20.0,14.0,1.0,podstanar,SSS,11.211879609328284,16.246736097269284,1
1628,82484.26,6632.47,43859.37553413175,42.0,21.0,19.0,4.0,vlasnik,VSS,6.6128268253202425,12.436431676283496,1
1629,86114.5,7789.0,45000.0,32.0,14.0,11.0,4.0,podstanar,SSS,5.7773783540891,11.055912183849017,0
1630,106883.83,8838.25,45000.0,30.0,12.0,2.0,1.0,vlasnik,VSS,5.091505671371595,12.093325036064831,1
1631,51150.71,2637.58,45000.0,38.0,11.0,9.0,4.0,podstanar,SSS,17.061093881512598,19.393045898133895,1
1632,115591.01,8936.41,45000.0,40.0,18.0,13.0,1.0,podstanar,VSS,5.035579164340042,12.934837367578256,1
1633,81839.84,8649.18,45000.0,37.0,19.0,17.0,1.0,podstanar,VSS,5.202805352646147,9.462150169148982,0
1634,76462.38,5516.37,45000.0,38.0,20.0,18.0,1.0,podstanar,SSS,8.157538381218084,13.860995545984045,1
1635,64757.91,3977.58,45000.0,52.0,20.0,29.0,2.0,vlasnik,SSS,11.313411672423936,16.28073099723953,1
1636,51902.87,3503.06,45000.0,46.0,15.0,13.0,3.0,podstanar,VSS,12.84591185991676,14.816437628815951,1
1637,101463.41,7025.84,45000.0,27.0,9.0,2.0,2.0,vlasnik,SSS,6.404928094007264,14.441463227172836,1
1638,86466.36,8154.26,45000.0,44.0,16.0,0.0,3.0,vlasnik,VSS,5.518587830164846,10.60382671143672,1
1639,59200.78,2938.05,45000.0,29.0,10.0,9.0,3.0,podstanar,SSS,15.316281206922959,20.149684314426235,1
1640,59098.42,2523.73,45000.0,39.0,14.0,0.0,1.0,podstanar,SSS,17.83075051610117,23.417092953683635,1
1641,78284.31,5625.94,45000.0,53.0,29.0,1.0,1.0,vlasnik,SSS,7.998663334482772,13.914885334717399,1
1642,118380.43,6695.73291584802,45000.0,33.0,13.0,13.0,1.0,podstanar,SSS,6.720698176817992,17.67998089048733,1
1643,79808.17,6695.73291584802,45000.0,32.0,14.0,12.0,1.0,podstanar,SSS,6.720698176817992,11.919258280315118,1
1644,54937.14,5856.99,45000.0,28.0,10.0,9.0,2.0,podstanar,VSS,7.683127340152536,9.379756496084166,1
1645,80085.14,5657.67,45000.0,24.0,6.0,3.0,4.0,vlasnik,SSS,7.95380430459889,14.155145139253438,1
1646,79545.53,9111.19,45000.0,27.0,6.0,3.0,3.0,podstanar,VSS,4.9389816258908,8.730531357594343,0
1647,31062.27,2874.45,16516.748345352127,31.0,5.0,12.0,1.0,podstanar,VSS,5.746055191550428,10.806335124980432,0
1648,83914.1,5577.0,45000.0,30.0,8.0,10.0,1.0,vlasnik,SSS,8.068854222700377,15.046458669535594,1
1649,80381.31,4550.4,45000.0,35.0,16.0,8.0,3.0,podstanar,SSS,9.889240506329115,17.664669040084387,1
1650,98924.13,7980.25,45000.0,44.0,17.0,6.0,1.0,podstanar,VSS,5.63892108643213,12.396119169198961,1
1651,121979.12,8007.63,40593.41,27.0,9.0,7.0,2.0,podstanar,SSS,5.06934136567249,15.232861658193498,1
1652,107531.3,7482.06,45000.0,50.0,25.0,17.0,1.0,podstanar,SSS,6.014386412298217,14.371884213705851,1
1653,79622.23,8330.93,45000.0,40.0,19.0,2.0,1.0,podstanar,VSS,5.401557809272194,9.557423961070372,0
1654,62869.48,4503.0,45000.0,45.0,19.0,19.0,3.0,podstanar,SSS,9.993337774816789,13.961687763713082,1
1655,136467.2,9449.53,18081.93,27.0,9.0,7.0,2.0,podstanar,SSS,1.9135269161535018,14.441691809010607,1
1656,86184.37,8323.09,45000.0,44.0,17.0,9.0,3.0,podstanar,SSS,5.4066458490776865,10.354852584797232,0
1657,85278.59,7027.59,45000.0,32.0,9.0,12.0,3.0,podstanar,VSS,6.403333148348153,12.134827159808696,1
1658,84517.5,5163.99,45000.0,44.0,25.0,25.0,1.0,podstanar,SSS,8.714191932982056,16.366704815462462,1
1659,88961.7,7553.82,45000.0,37.0,17.0,17.0,4.0,podstanar,VSS,5.957250768485349,11.77704790423918,0
1660,82112.79,6573.05,45000.0,41.0,18.0,21.0,3.0,podstanar,VSS,6.8461368770966295,12.492342215562028,1
1661,73526.76,7142.76,45000.0,34.0,16.0,14.0,3.0,podstanar,SSS,6.300085681165264,10.293886396854996,1
1662,74062.82,4795.91,45000.0,26.0,6.0,6.0,3.0,podstanar,SSS,9.38299509373612,15.4429128152947,1
1663,84344.93,8340.21,44848.75004358474,41.0,23.0,2.0,6.0,podstanar,VSS,5.377412564382041,10.113046314181538,0
1664,74131.5,4706.44,45000.0,28.0,10.0,10.0,3.0,podstanar,SSS,9.561366978013107,15.75107724734619,1
1665,70743.08,6575.41,45000.0,40.0,17.0,20.0,4.0,vlasnik,VSS,6.843679709706315,10.758732915514013,1
1666,87128.6,5729.7,45000.0,26.0,8.0,6.0,5.0,vlasnik,SSS,7.853814335829101,15.206485505349322,1
1667,79900.46,6505.86,45000.0,43.0,16.0,15.0,1.0,podstanar,VSS,6.916841124770592,12.281306391468616,1
1668,115079.86,8504.67,42770.59,25.0,7.0,7.0,4.0,podstanar,SSS,5.029071086826414,13.531372763434678,1
1669,31980.6,1703.96,17005.052178522954,41.0,18.0,8.0,1.0,podstanar,SSS,9.979724980940253,18.76839831920937,1
